Stats for scenario helsinki_offloading
RAW DATA:
Host,M_ID,RespTime,Download_time,Bytes,Type,P2PAttempts		(Types: 1=3G, 2=WiFi, 3=WiFi_offloaded, 4=P2P)
p65,M4576,62.60,2.00,1519369,1,0
p65,M15606,66.40,4.10,1861992,1,0
p65,M20074,1.70,1.70,2869525,3,0
p65,M15184,1.30,1.30,1861992,3,0
p65,M20794,1.10,1.10,1861992,3,0
p65,M26821,63.30,2.50,1861992,1,0
p65,M26620,64.00,2.00,1861992,1,0
p65,M23783,62.10,2.00,1861992,1,0
p65,M4389,62.40,2.20,1637448,1,0
p65,M18403,1.10,1.10,1861992,3,0
p65,M3112,63.90,3.70,1861992,1,0
p65,M26994,66.90,2.40,2330205,1,0
p65,M2610,61.90,1.90,1861992,1,0
p65,M18605,61.80,1.70,1691244,1,0
p65,M7447,1.60,1.60,2670505,3,0
p65,M16933,66.00,3.60,1988943,1,0
p65,M17667,65.20,2.30,1988943,1,0
p65,M13316,65.30,1.80,1861992,1,0
p65,M17474,53.20,1.10,1861992,3,0
p65,M23491,62.40,2.30,1685567,1,0
p65,M21693,63.90,2.10,2044532,1,0
p65,M27902,63.20,2.10,1861992,1,0
p65,M10212,62.50,2.10,1814276,1,0
p65,M28132,64.80,3.50,967330,1,0
p65,M27462,63.80,3.50,1861992,1,0
p65,M13473,61.70,1.60,1598420,1,0
p65,M24128,62.80,2.10,1861992,1,0
p65,M5378,64.70,3.70,1861992,1,0
p65,M16429,1.40,1.40,2088173,3,0
p65,M25502,63.40,2.20,1861992,1,0
p65,M17260,65.50,5.40,1814276,1,0
p65,M16223,62.50,2.30,1861992,1,0
p65,M4756,63.40,2.20,1861992,1,0
p65,M21919,1.30,1.30,1861992,3,0
p65,M14761,64.00,3.60,1861992,1,0
p65,M17998,0.90,0.90,1227045,3,0
p65,M6305,0.80,0.80,429751,3,0
p65,M6797,63.10,2.00,1861992,1,0
p65,M27782,65.50,2.70,369705,1,0
p65,M11666,1.10,1.10,1637448,3,0
p65,M5804,62.00,1.70,1238596,1,0
p65,M8965,62.80,2.50,2432587,1,0
p65,M15430,61.90,1.80,1691244,1,0
p65,M2885,61.70,1.70,1669268,1,0
p65,M19047,64.60,3.70,1861992,1,0
p65,M14207,62.30,1.00,714205,1,0
p65,M14496,62.50,1.50,997060,1,0
p65,M10506,62.80,2.00,1861992,1,0
p65,M10339,62.20,2.20,2068684,1,0
p65,M8371,48.90,1.30,1861992,3,0
p65,M25055,62.00,1.90,1861992,1,0
p65,M13740,63.80,2.10,1861992,1,0
p65,M8570,1.50,1.50,2506704,3,0
p65,M3351,62.10,2.00,1861992,1,0
p65,M7845,62.20,2.20,2044532,1,0
p65,M7249,62.50,2.30,1861992,1,0
p65,M3955,67.00,3.70,1988943,1,0
p65,M12788,63.20,3.10,2487659,1,0
p65,M5562,64.00,3.70,1861992,1,0
p65,M20258,1.20,1.20,1861992,3,0
p65,M11848,1.10,1.10,1861992,3,0
p65,M14012,64.90,3.50,1861992,1,0
p65,M12216,1.20,1.20,1063476,3,0
p65,M24344,63.70,3.50,1861992,1,0
p65,M26456,61.60,1.20,1861992,1,0
p65,M3602,62.00,2.00,1861992,1,0
p65,M12115,1.30,1.30,1861992,3,0
p65,M19775,62.30,2.20,1861992,1,0
p65,M23223,63.40,2.40,2506704,1,0
p65,M7995,64.50,2.80,1861992,1,0
p65,M14879,3.10,1.10,1861992,3,0
p65,M8217,62.20,2.20,1918082,1,0
p65,M20896,9.20,1.30,1861992,3,0
p65,M21262,66.00,3.60,1861992,1,0
p65,M22985,1.30,1.30,1814276,3,0
p65,M17837,61.90,1.70,1182629,1,0
p65,M7659,63.80,3.50,1861992,1,0
p65,M5147,65.10,5.10,1063476,1,0
p65,M20681,62.50,2.00,1861992,1,0
p65,M25746,1.10,1.10,1861992,3,0
p65,M18841,0.80,0.80,944695,3,0
p65,M9099,61.80,1.80,1861992,1,0
p65,M6539,1.50,1.50,2264993,3,0
p65,M16718,61.90,0.70,369705,1,0
p65,M18279,1.50,1.50,1861992,3,0
p65,M20530,1.40,1.40,1861992,3,0
p65,M12384,64.30,1.90,1861992,1,0
p65,M25342,1.20,1.20,1861992,3,0
p65,M13164,63.70,2.00,1861992,1,0
p65,M4915,62.10,1.70,1574659,1,0
p65,M15029,1.10,1.10,1861992,3,0
p65,M19592,62.80,2.30,1861992,1,0
p65,M23920,62.30,2.10,1861992,1,0
p65,M11280,1.60,1.60,1861992,3,0
p65,M12544,65.80,4.40,2672551,1,0
p65,M19307,1.40,1.40,2148737,3,0
